date,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc,city,latitude,longitude,source
2022-08-26,18.1,15.0,23.0,67,1.3,,8.7,,1021.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-08-27,16.0,15.0,18.0,77,1.5,,8.6,,1020.4,,7,Nairobi,-1.2921,36.8219,meteostat
2022-08-28,17.3,14.0,21.0,67,0.0,,8.7,,1020.1,,7,Nairobi,-1.2921,36.8219,meteostat
2022-08-29,19.2,13.0,26.0,62,0.0,,8.3,,1020.5,,4,Nairobi,-1.2921,36.8219,meteostat
2022-08-30,19.0,13.0,26.0,59,0.4,,5.0,,1020.6,,3,Nairobi,-1.2921,36.8219,meteostat
2022-08-31,17.4,13.3,21.0,68,0.7,,5.5,,1021.1,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-01,18.9,14.0,24.0,63,0.0,,6.3,,1020.5,,7,Nairobi,-1.2921,36.8219,meteostat
2022-09-02,16.5,14.0,19.0,75,0.0,,5.8,,1021.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-03,17.8,13.0,23.0,67,0.0,,7.1,,1021.3,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-04,19.0,13.0,26.0,68,0.0,,6.9,,1022.0,,5,Nairobi,-1.2921,36.8219,meteostat
2022-09-05,19.2,14.0,26.0,63,0.3,,8.4,,1022.1,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-06,18.1,14.0,25.0,77,4.4,,6.7,,1021.1,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-07,16.3,15.0,21.6,88,2.1,,6.5,,1020.2,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-08,16.0,14.0,19.0,81,2.7,,4.0,,1021.5,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-09,17.0,14.0,20.0,67,0.0,,6.5,,1021.0,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-10,18.4,14.0,24.0,61,0.3,,6.3,,1021.5,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-11,20.0,15.0,26.0,65,0.3,,9.3,,1020.8,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-12,19.8,15.0,26.0,65,0.7,,4.9,,1019.9,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-13,19.1,13.0,25.0,64,1.3,,11.5,,1021.0,,7,Nairobi,-1.2921,36.8219,meteostat
2022-09-14,18.2,15.0,21.0,62,0.2,,11.9,,1023.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-15,17.4,12.5,23.0,69,0.1,,11.3,,1022.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-09-16,18.8,15.0,24.0,62,0.0,,10.0,,1022.7,,5,Nairobi,-1.2921,36.8219,meteostat
2022-09-17,18.9,15.0,25.0,65,0.0,,12.5,,1021.2,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-18,18.0,14.0,24.0,65,0.0,,5.9,,1021.1,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-19,20.3,15.0,27.0,58,0.0,,10.0,,1022.0,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-20,20.3,14.9,27.0,62,0.2,,10.3,,1020.9,,5,Nairobi,-1.2921,36.8219,meteostat
2022-09-21,20.3,16.0,27.0,58,0.0,,15.4,,1020.4,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-22,19.9,15.0,27.0,60,0.3,,12.3,,1020.9,,7,Nairobi,-1.2921,36.8219,meteostat
2022-09-23,19.7,15.0,27.0,56,0.0,,11.5,,1021.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-24,20.2,14.0,27.0,53,0.2,,8.4,,1021.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-25,19.7,14.0,24.0,60,1.0,,25.9,,1021.1,,5,Nairobi,-1.2921,36.8219,meteostat
2022-09-26,19.5,14.7,25.0,59,1.5,,11.1,,1021.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-09-27,20.1,15.0,26.5,54,1.2,,14.8,,1022.0,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-28,19.6,11.0,27.0,56,0.0,,9.9,,1020.6,,4,Nairobi,-1.2921,36.8219,meteostat
2022-09-29,19.8,12.0,26.0,61,0.0,,8.6,,1020.6,,5,Nairobi,-1.2921,36.8219,meteostat
2022-09-30,19.6,15.0,26.0,67,0.0,,10.6,,1020.8,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-01,20.3,15.0,28.0,63,0.4,,12.6,,1021.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-02,21.2,14.0,28.0,56,0.0,,14.3,,1020.7,,4,Nairobi,-1.2921,36.8219,meteostat
2022-10-03,18.9,13.0,27.0,70,0.7,,8.3,,1019.7,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-04,19.2,14.0,27.0,65,0.9,,8.9,,1020.5,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-05,19.4,15.0,26.0,63,0.1,,12.5,,1021.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-06,19.6,15.0,25.0,65,1.2,,13.0,,1021.7,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-07,19.7,15.0,25.0,61,0.1,,12.1,,1019.6,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-08,19.0,14.0,25.0,57,0.0,,11.9,,1021.4,,8,Nairobi,-1.2921,36.8219,meteostat
2022-10-09,19.2,15.0,25.0,52,0.0,,13.9,,1021.8,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-10,19.6,15.0,26.0,54,0.0,,11.9,,1023.2,,4,Nairobi,-1.2921,36.8219,meteostat
2022-10-11,19.4,14.0,26.0,53,0.0,,10.4,,1022.5,,2,Nairobi,-1.2921,36.8219,meteostat
2022-10-12,19.3,12.0,27.0,51,0.0,,11.2,,1020.9,,1,Nairobi,-1.2921,36.8219,meteostat
2022-10-13,20.0,12.0,27.0,49,0.0,,10.3,,1020.8,,3,Nairobi,-1.2921,36.8219,meteostat
2022-10-14,20.0,14.0,27.0,53,0.0,,16.1,,1021.0,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-15,19.9,14.0,26.0,54,0.4,,20.7,,1020.0,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-16,20.6,15.0,26.0,56,0.0,,20.9,,1021.2,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-17,21.3,16.0,28.0,57,0.9,,18.7,,1022.5,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-18,20.4,16.0,27.0,61,1.3,,18.6,,1022.8,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-19,19.9,16.0,26.0,61,0.0,,14.8,,1021.5,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-20,20.0,15.0,27.0,60,0.0,,15.5,,1020.7,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-21,20.1,14.3,27.0,55,0.0,,15.2,,1021.5,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-22,20.3,14.0,28.0,53,0.0,,12.9,,1022.3,,4,Nairobi,-1.2921,36.8219,meteostat
2022-10-23,21.5,17.0,27.0,51,0.2,,17.7,,1022.4,,4,Nairobi,-1.2921,36.8219,meteostat
2022-10-24,22.1,17.0,29.0,52,0.0,,14.0,,1021.0,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-25,22.2,17.0,28.0,50,0.0,,17.2,,1020.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-26,21.9,17.0,28.0,54,0.0,,17.9,,1021.3,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-27,21.7,18.0,28.0,57,1.3,,17.6,,1021.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-10-28,22.2,16.0,28.0,54,0.5,,16.2,,1020.5,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-29,21.8,17.0,28.0,54,0.0,,18.1,,1019.8,,5,Nairobi,-1.2921,36.8219,meteostat
2022-10-30,21.3,17.0,27.0,54,0.0,,16.0,,1020.0,,7,Nairobi,-1.2921,36.8219,meteostat
2022-10-31,21.1,15.5,26.0,56,8.7,,17.1,,1019.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-01,18.7,15.7,23.0,75,16.8,,11.3,,1020.9,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-02,18.7,15.3,23.0,77,5.2,,16.1,,1021.7,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-03,16.5,14.7,21.9,90,15.3,,8.5,,1016.4,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-04,18.9,13.1,25.2,71,7.7,,10.8,,1017.2,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-05,20.6,15.8,26.0,66,0.4,,15.8,,1020.6,,5,Nairobi,-1.2921,36.8219,meteostat
2022-11-06,19.9,17.0,25.0,70,1.7,,16.1,,1021.5,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-07,20.2,17.0,27.0,69,2.8,,17.1,,1022.2,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-08,20.6,17.0,26.0,63,2.9,,19.3,,1021.6,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-09,20.9,16.0,27.0,59,0.4,,16.5,,1020.2,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-10,21.5,18.0,27.0,58,0.3,,19.0,,1020.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-11,20.0,17.0,25.0,70,2.4,,17.6,,1021.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-12,19.0,15.4,23.0,74,14.5,,12.6,,1021.8,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-13,20.0,17.0,25.0,68,0.6,,9.0,,1021.4,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-14,18.6,15.0,24.0,78,8.2,,8.7,,1021.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-15,18.7,15.0,23.0,79,3.2,,11.4,,1021.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-16,18.3,16.0,21.0,81,5.8,,11.3,,1019.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-17,17.3,14.7,21.0,85,5.3,,8.1,,1019.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-18,19.5,15.0,25.0,70,0.1,,11.1,,1020.7,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-19,19.2,16.0,24.0,76,2.5,,16.6,,1020.9,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-20,18.9,15.0,23.0,75,1.5,,9.9,,1020.6,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-21,20.7,17.0,27.0,66,1.0,,13.2,,1019.3,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-22,19.2,16.0,24.0,73,3.0,,14.8,,1020.6,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-23,17.9,16.0,21.0,82,2.7,,11.1,,1021.4,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-24,18.1,15.0,23.0,78,1.8,,10.4,,1020.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-25,19.0,16.0,24.0,73,3.3,,14.0,,1020.4,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-26,19.2,15.0,24.0,70,0.8,,15.6,,1020.5,,7,Nairobi,-1.2921,36.8219,meteostat
2022-11-27,19.5,16.0,24.0,68,1.1,,14.7,,1018.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-28,18.9,16.0,24.0,79,4.0,,17.4,,1017.6,,8,Nairobi,-1.2921,36.8219,meteostat
2022-11-29,19.4,17.0,24.0,73,3.2,,17.7,,1017.2,,6,Nairobi,-1.2921,36.8219,meteostat
2022-11-30,18.6,15.0,24.0,76,5.9,,13.3,,1019.9,,7,Nairobi,-1.2921,36.8219,meteostat
2022-12-01,19.1,16.0,25.0,70,2.5,,19.1,,1019.2,,8,Nairobi,-1.2921,36.8219,meteostat
2022-12-02,19.9,15.0,25.0,63,1.3,,14.6,,1019.4,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-03,19.8,16.0,25.0,69,4.7,,20.3,,1018.2,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-04,19.1,17.0,23.0,78,2.1,,21.9,,1018.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-05,19.7,16.0,25.0,72,0.0,,16.9,,1020.7,,8,Nairobi,-1.2921,36.8219,meteostat
2022-12-06,20.2,17.0,25.0,69,0.6,,12.9,,1020.5,,8,Nairobi,-1.2921,36.8219,meteostat
2022-12-07,20.4,17.0,25.0,67,0.5,,12.9,,1019.5,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-08,20.3,17.0,24.0,69,1.2,,13.3,,1020.7,,7,Nairobi,-1.2921,36.8219,meteostat
2022-12-09,19.9,16.0,26.0,70,7.8,,12.4,,1021.0,,7,Nairobi,-1.2921,36.8219,meteostat
2022-12-10,18.9,17.0,24.0,74,9.4,,8.1,,1021.0,,8,Nairobi,-1.2921,36.8219,meteostat
2022-12-11,20.1,17.0,25.0,68,12.6,,13.5,,1020.6,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-12,19.0,17.0,23.0,75,2.5,,12.8,,1019.0,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-13,18.5,16.0,24.0,80,3.0,,13.2,,1019.9,,7,Nairobi,-1.2921,36.8219,meteostat
2022-12-14,19.4,16.0,24.0,66,0.3,,13.6,,1020.4,,4,Nairobi,-1.2921,36.8219,meteostat
2022-12-15,20.1,16.0,25.0,67,0.0,,11.7,,1019.6,,2,Nairobi,-1.2921,36.8219,meteostat
2022-12-16,20.6,14.0,26.0,65,0.7,,11.1,,1019.1,,3,Nairobi,-1.2921,36.8219,meteostat
2022-12-17,20.5,17.0,26.0,65,1.1,,10.5,,1018.2,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-18,20.4,15.0,26.0,66,0.6,,12.2,,1020.0,,4,Nairobi,-1.2921,36.8219,meteostat
2022-12-19,20.8,17.0,27.0,62,0.3,,13.9,,1018.7,,2,Nairobi,-1.2921,36.8219,meteostat
2022-12-20,20.9,16.0,27.0,58,0.9,,12.9,,1018.1,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-21,20.5,15.0,26.0,59,0.2,,9.9,,1018.6,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-22,20.6,16.0,26.0,65,0.1,,13.1,,1019.6,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-23,20.5,17.0,26.0,69,0.6,,13.8,,1019.8,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-24,21.4,17.0,27.0,64,0.4,,14.0,,1020.3,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-25,21.1,16.0,27.0,63,0.4,,13.8,,1021.4,,4,Nairobi,-1.2921,36.8219,meteostat
2022-12-26,21.0,16.0,27.0,64,0.0,,14.9,,1020.8,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-27,18.6,17.0,20.0,81,8.5,,10.3,,1022.1,,8,Nairobi,-1.2921,36.8219,meteostat
2022-12-28,20.2,17.0,25.0,66,0.1,,14.4,,1021.6,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-29,19.7,17.0,24.0,62,1.1,,19.6,,1021.5,,5,Nairobi,-1.2921,36.8219,meteostat
2022-12-30,19.0,14.0,25.0,60,1.3,,14.9,,1022.2,,6,Nairobi,-1.2921,36.8219,meteostat
2022-12-31,18.6,2.0,24.0,58,0.0,,12.4,,1022.3,,4,Nairobi,-1.2921,36.8219,meteostat
